artist_name,number_of_songs,avg_track_popularity,avg_track_duration,artist_popularity,explicit_songs,artist_labels,explicit_dependency
Alex G,2,17.0,3.34,74,1,"['lo-fi', 'singer-songwriter', 'indie rock', 'indie', 'indie folk']",50.0
Vance Joy,3,38.0,3.5,74,0,['folk pop'],0.0
Odetari,2,74.0,2.17,74,2,"['hyperpop', 'nightcore']",100.0
Roddy Ricch,3,70.33,3.19,74,3,['melodic rap'],100.0
B.o.B,4,65.0,3.57,74,1,"['hip-hop', 'rap', 'hip hop', 'dirty south', 'atlanta']",25.0
Skrillex,9,45.22,5.23,74,2,"['dubstep', 'edm', 'electro', 'electronic']",22.22
Becky G,3,70.67,3.45,74,0,"['reggaeton', 'latin']",0.0
G-Eazy,6,59.83,4.41,74,6,"['hip-hop', 'rap', 'hip hop', 'american', 'lil wayne']",100.0
The Script,7,68.0,3.84,74,2,"['pop rock', 'rock', 'irish', 'pop', 'acoustic']",28.57
Artemas,14,54.14,2.35,74,3,"['pop', 'british', 'rnb', 'indie', 'dark pop']",21.43
The Strokes,6,71.17,3.71,74,0,"['garage rock', 'indie rock', 'alternative rock']",0.0
Madison Beer,7,63.0,3.17,74,1,"['pop', 'female vocalists', 'rnb', 'indie', 'my top songs']",14.29
Dominic Fike,4,61.75,2.88,74,0,"['indie', 'indie pop', 'pop', 'alternative', 'american']",0.0
2 Chainz,2,63.5,4.02,74,1,"['rap', 'southern hip hop']",50.0
Disturbed,7,61.29,3.95,74,1,"['metal', 'nu metal', 'alternative metal', 'rap metal', 'hard rock']",14.29
Leon Thomas,2,69.5,2.99,74,2,"['jazz', 'soul', 'funk', 'spiritual jazz', 'free jazz']",100.0
Lizzy McAlpine,4,54.0,3.36,74,0,"['indie pop', 'folk', 'indie folk', 'my top songs', 'usa']",0.0
Luke Bryan,16,50.62,3.65,74,0,"['country', 'acoustic country']",0.0
Jason Aldean,11,58.82,3.63,74,0,"['country', 'acoustic country']",0.0
Meghan Trainor,5,71.2,3.14,74,1,"['pop', 'female vocalists', 'soul', 'american', 'jazz']",20.0
Rex Orange County,2,63.5,3.33,74,1,['bedroom pop'],50.0
Myles Smith,3,76.33,3.04,74,0,"['folk', 'british', 'guitar', 'americana', 'alternative']",0.0
Nelly,4,64.5,4.07,74,3,"['hip-hop', 'rap', 'rnb', 'hip hop', 'nelly']",75.0
Big Sean,3,65.67,4.03,74,3,"['hip-hop', 'rap', 'hip hop', 'good music', 'big sean']",100.0
Martin Garrix,6,69.33,3.32,74,1,"['edm', 'progressive house', 'electronica']",16.67
Clean Bandit,8,69.0,3.64,74,0,"['electronic', 'indie', 'british', 'experimental', 'electronica']",0.0
Migos,5,28.4,4.89,74,5,['trap'],100.0
Jennifer Lopez,36,37.11,3.98,74,2,"['pop', 'rnb', 'latin', 'female vocalists', 'dance']",5.56
Macklemore,2,78.5,3.98,74,1,"['hip-hop', 'rap', 'underground rap', 'hip hop', 'seattle']",50.0
Mark Ronson,3,75.67,3.91,74,0,"['funk', 'british', 'pop', 'hip-hop', 'dj']",0.0
Michael Bublé,4,68.75,3.82,73,0,['christmas'],0.0
Key Glock,2,66.0,2.68,73,2,"['hip-hop', 'rap', 'trap', 'hip hop', 'memphis']",100.0
Keane,3,54.67,3.83,73,0,"['britpop', 'indie', 'british', 'alternative', 'rock']",0.0
Labrinth,14,57.21,2.81,73,4,"['electronic', 'british', 'rnb', 'dance', 'r&b']",28.57
Lauv,5,1.0,3.29,73,1,"['pop', 'indie pop', 'indie', 'american', 'jazz']",20.0
YUNGBLUD,2,72.5,4.23,73,0,"['indie rock', 'british', 'indie', 'rock', 'alternative']",0.0
Jack Johnson,2,74.5,3.48,73,0,['surf rock'],0.0
Mariah the Scientist,3,70.33,3.14,73,1,['alternative r&b'],33.33
Major Lazer,9,27.78,3.09,73,1,['moombahton'],11.11
Scorpions,2,72.5,4.72,73,0,"['hard rock', 'glam metal', 'rock']",0.0
Thomas Rhett,3,59.0,3.79,73,0,"['country', 'acoustic country', 'pop country']",0.0
The Fray,3,77.67,4.36,73,0,"['alternative', 'rock', 'piano rock', 'alternative rock', 'indie']",0.0
Ghost,7,50.71,4.37,73,1,"['metal', 'hard rock']",14.29
MGMT,4,78.0,4.55,73,1,['indie'],25.0
Cage The Elephant,3,66.67,3.72,73,0,"['indie rock', 'alternative', 'rock', 'indie', 'punk rock']",0.0
Glass Animals,4,42.0,4.19,73,0,"['electronic', 'trip-hop', 'indie', 'british', 'dubstep']",0.0
Sam Fender,9,63.11,4.15,73,4,"['indie rock', 'rock', 'indie', 'my top songs', 'british']",44.44
Mumford & Sons,3,19.33,4.13,73,1,"['folk', 'indie folk', 'folk rock']",33.33
NLE Choppa,2,57.0,3.61,73,2,"['trap', 'rap', 'hip-hop', 'hip hop', 'memphis']",100.0
Calum Scott,2,79.5,3.86,73,0,['soft pop'],0.0
Outkast,4,67.25,4.2,73,4,"['southern hip hop', 'hip hop']",100.0
Jon Pardi,5,50.0,3.4,73,0,"['country', 'acoustic country']",0.0
will.i.am,4,69.25,4.34,73,1,"['hip-hop', 'rap', 'rnb', 'funk', 'hip hop']",25.0
girl in red,15,54.13,3.1,73,6,['bedroom pop'],40.0
Zedd,3,77.0,3.7,73,0,['edm'],0.0
Disclosure,3,56.0,4.38,73,0,['house'],0.0
DJ Khaled,7,65.43,3.97,73,7,"['hip-hop', 'rap', 'hip hop', 'miami', 'djs']",100.0
Luis Fonsi,4,70.5,3.35,73,0,['latin'],0.0
Jeremih,4,64.75,4.0,73,1,"['rnb', 'hip-hop', 'soul', 'hip hop', 'r&b']",25.0
Gwen Stefani,4,54.75,3.67,73,2,"['pop', 'female vocalists', 'dance', 'rock', 'alternative']",50.0
Depeche Mode,3,69.67,4.12,73,0,"['new wave', 'synthpop', 'darkwave']",0.0
Journey,4,59.75,4.18,73,0,"['aor', 'classic rock']",0.0
Kelly Clarkson,8,56.12,3.59,72,0,['christmas'],0.0
Wale,2,61.0,4.12,72,2,"['hip-hop', 'rap', 'hip hop', 'dc', 'go-go']",100.0
Troye Sivan,7,61.29,3.27,72,2,"['pop', 'indie pop', 'indie', 'male vocalists', 'alternative']",28.57
Adrianne Lenker,4,71.75,3.16,72,0,"['singer-songwriter', 'indie folk', 'folk', 'female vocalists', 'indie']",0.0
AURORA,22,37.5,3.82,72,0,"['norwegian pop', 'art pop']",0.0
Alesso,4,56.75,3.21,72,0,['edm'],0.0
Alec Benjamin,3,75.67,3.16,72,0,"['pop', 'indie pop', 'american', 'indie', 'male vocalists']",0.0
Alan Jackson,4,67.5,3.32,72,0,"['country', 'christian country', 'classic country']",0.0
Baby Keem,2,76.0,3.18,72,2,"['rap', 'hip-hop', 'trap', 'hip hop', 'west coast hip hop']",100.0
Alessia Cara,15,46.2,3.63,72,0,"['pop', 'soul', 'rnb', 'canadian', 'female vocalists']",0.0
George Strait,8,57.12,3.35,72,0,"['country', 'classic country', 'traditional country', 'honky tonk']",0.0
Bastille,3,61.67,3.46,72,0,"['indie', 'electronic', 'alternative', 'british', 'house']",0.0
Tove Lo,5,64.4,3.39,72,3,"['pop', 'swedish', 'electronic', 'female vocalists', 'indie']",60.0
Russ,2,71.5,3.36,72,2,"['hip-hop', 'rap', 'rnb', 'hip hop', 'russ']",100.0
Papa Roach,3,68.67,3.32,72,1,"['nu metal', 'rap metal', 'alternative metal', 'rap rock', 'rock']",33.33
R.E.M.,2,38.0,4.9,72,0,"['jangle pop', 'alternative rock', 'rock']",0.0
Beach House,3,57.0,5.08,72,0,['dream pop'],0.0
Dido,2,77.5,3.82,72,0,"['downtempo', 'synthpop', 'pop', 'alternative rock', 'singer-songwriter', 'uk', 'singer', 'electropop', 'soft rock', 'dance-pop', 'trip hop', 'united kingdom', 'classic pop and rock', 'folktronica', 'thank you']",0.0
benny blanco,3,70.33,2.87,72,0,"['pop', 'hip hop', 'electronic', 'hip-hop', 'american']",0.0
Jonas Blue,7,59.57,3.31,72,0,['tropical house'],0.0
Lily Allen,2,57.5,3.38,72,1,"['pop', 'female vocalists', 'british', 'britpop', 'singer-songwriter']",50.0
MARINA,11,63.45,3.43,72,4,"['pop', 'female vocalists', 'indie pop', 'post-hardcore', 'polish']",36.36
Max McNown,2,75.0,3.27,72,0,"['country', 'bluegrass', 'folk', 'americana', 'american']",0.0
Chris Grey,5,69.0,2.54,72,0,['dark r&b'],0.0
Gabry Ponte,3,56.33,2.94,72,0,"['slap house', 'italo dance']",0.0
Noah Cyrus,4,71.5,3.06,72,0,"['pop', 'country pop', 'alternative country', 'alternative pop', 'noah cyrus', '2020s', 'gen z', 'nepo baby']",0.0
Ice Cube,2,73.5,4.1,72,2,"['gangster rap', 'west coast hip hop', 'old school hip hop', 'g-funk']",100.0
Reneé Rapp,3,72.67,2.53,72,3,"['my top songs', 'pop', 'american', 'usa', 'female vocalists']",100.0
Montell Fish,13,54.92,2.54,72,1,"['gospel', 'soul', 'hip-hop', 'electronic', 'alternative rnb']",7.69
Topic,3,56.33,2.86,72,0,"['german', 'electronic', 'hip-hop', 'rap', 'dance']",0.0
blackbear,8,51.38,3.34,71,8,"['electronic', 'pop', 'hip hop', 'hip-hop', 'rnb']",100.0
Kane Brown,4,58.75,3.2,71,0,"['country', 'pop country']",0.0
YNW Melly,2,73.5,4.12,71,2,['melodic rap'],100.0
3 Doors Down,4,66.75,3.94,71,0,['post-grunge'],0.0
BONES,2,67.5,1.78,71,2,"['cloud rap', 'emo rap', 'horrorcore', 'trap metal', 'underground hip hop']",100.0
Ashnikko,5,61.8,2.74,71,3,"['electronic', 'pop', 'electropop', 'hip-hop', 'rap']",60.0
Sean Kingston,2,76.5,3.68,71,0,"['rnb', 'hip-hop', 'reggae', 'pop', 'hip hop']",0.0
Stephen Sanchez,4,74.5,2.98,71,0,"['folk', 'indie pop', 'singer-songwriter', 'indie', 'folk pop']",0.0
Sting,12,49.75,4.37,71,0,['soft rock'],0.0
Robbie Williams,2,73.0,4.36,71,0,"['rock', 'pop', 'alternative rock', 'dance', 'british', 'singer-songwriter', 'britpop', 'swing', 'dance-pop', 'adult contemporary', 'pop rock', 'pop and chart', 'standards']",0.0
Billy Idol,2,63.5,3.94,71,0,"['rock', 'new wave', '80s', 'punk', 'classic rock']",0.0
Hotel Ugly,2,80.5,2.5,71,0,"['neo soul', 'indie', 'alternative', 'soul', 'alternative rock']",0.0
Nas,8,60.75,4.34,71,7,"['east coast hip hop', 'old school hip hop', 'hip hop']",87.5
Natasha Bedingfield,2,82.0,3.85,71,0,"['pop', 'female vocalists', 'british', 'singer-songwriter', 'female']",0.0
Breaking Benjamin,2,66.5,3.49,71,0,"['alternative metal', 'post-grunge', 'rock', 'hard rock']",0.0
Mazzy Star,3,67.67,4.93,71,0,"['dream pop', 'shoegaze', 'slowcore']",0.0
Isabel LaRosa,11,66.27,2.38,71,2,"['pop', 'hyperpop', 'spotify', 'my top songs', 'electropop']",18.18
Eric Church,5,60.6,3.65,71,0,"['country', 'acoustic country']",0.0
Jason Mraz,3,75.67,4.03,71,0,"['soft pop', 'acoustic pop']",0.0
Ludwig van Beethoven,3,30.33,5.21,71,0,"['classical', 'classical piano', 'chamber music']",0.0
Little Mix,2,62.5,3.63,71,1,"['pop', 'british', 'female vocalists', 'girl groups', 'x factor']",50.0
Lil Nas X,10,69.2,2.64,71,6,"['hip-hop', 'rap', 'trap', 'pop', 'country rap']",60.0
Jessie J,4,67.75,3.55,71,0,"['pop', 'british', 'female vocalists', 'rnb', 'singer-songwriter']",0.0
Marilyn Manson,48,41.29,4.64,71,35,"['industrial metal', 'industrial rock', 'industrial', 'metal', 'nu metal']",72.92
Logic,2,71.0,4.12,71,2,"['hip-hop', 'rap', 'hip hop', 'biracial', 'electronic']",100.0
Christina Perri,26,47.88,2.29,71,0,['soft pop'],0.0
Fetty Wap,4,70.75,3.56,70,4,"['hip-hop', 'rap', 'trap', 'rnb', 'hip hop']",100.0
Florida Georgia Line,10,48.3,3.51,70,0,"['country', 'pop country', 'acoustic country']",0.0
Foster The People,2,77.0,4.13,70,0,"['indie', 'indie pop', 'alternative', 'american', 'indie rock']",0.0
Train,5,40.6,3.47,70,0,['soft pop'],0.0
Toby Keith,6,48.33,4.08,70,0,"['country', 'classic country']",0.0
Niall Horan,5,54.4,3.29,70,1,"['pop', 'folk', 'irish', 'singer-songwriter', 'male vocalists']",20.0
Brooks & Dunn,5,69.4,3.41,70,0,"['country', 'classic country', 'acoustic country', 'honky tonk']",0.0
Busta Rhymes,3,54.67,4.03,70,3,['east coast hip hop'],100.0
Carly Rae Jepsen,2,76.5,3.22,70,0,"['pop', 'canadian', 'female vocalists', 'folk', 'acoustic']",0.0
The Game,4,63.0,3.8,70,4,['west coast hip hop'],100.0
Aya Nakamura,2,66.5,2.82,70,0,"['french r&b', 'pop urbaine']",0.0
Sufjan Stevens,2,72.0,4.39,70,0,['baroque pop'],0.0
Shania Twain,2,70.5,3.71,70,0,['country'],0.0
James Blunt,3,66.67,3.83,70,1,"['pop', 'singer-songwriter', 'acoustic', 'indie', 'rock']",33.33
MEDUZA,2,68.0,2.63,70,0,"['power metal', 'house', 'electronic', 'swedish', 'neo-classical metal']",0.0
Mindless Self Indulgence,2,57.5,2.36,70,0,"['industrial', 'industrial jungle pussy punk', 'electronic', 'punk', 'alternative']",0.0
Kate Bush,2,45.0,4.98,70,0,"['art pop', 'baroque pop', 'art rock']",0.0
Dove Cameron,3,41.0,2.66,70,3,"['pop', 'disney', 'female vocalists', 'american', 'my top songs']",100.0
Elley Duhé,2,73.5,2.5,70,0,"['pop', 'rnb', 'electronic', 'american', 'united states']",0.0
Dolly Parton,3,72.33,3.18,70,0,"['country', 'classic country']",0.0
John Williams,26,37.62,4.1,70,0,['soundtrack'],0.0
Zerb,2,44.0,2.56,69,1,['afro house'],50.0
Fifth Harmony,2,78.0,3.66,69,0,"['pop', 'female vocalists', 'x factor', 'american', 'rnb']",0.0
Ruth B.,6,66.5,4.19,69,0,"['pop', 'rnb', 'piano', 'canadian', 'canada']",0.0
Julia Michaels,4,50.75,2.94,69,1,"['pop', 'singer-songwriter', 'female vocalists', 'my top songs', 'american']",25.0
Portugal. The Man,2,74.0,3.41,69,0,"['experimental', 'indie', 'indie rock', 'progressive', 'rock']",0.0
Khruangbin,2,0.0,4.31,69,0,['neo-psychedelic'],0.0
Kenny Chesney,2,57.5,4.08,69,0,['country'],0.0
Blake Shelton,8,58.25,3.63,69,0,['country'],0.0
Rae Sremmurd,5,71.0,4.14,69,5,"['hip-hop', 'rap', 'hip hop', 'trap', 'urban']",100.0
Phantogram,10,45.1,3.85,69,0,"['trip-hop', 'electronic', 'indie', 'experimental', 'new york']",0.0
Sevdaliza,2,38.5,3.08,69,0,"['art pop', 'alternative rnb', 'trip hop', 'electronic', 'trip-hop']",0.0
Trey Songz,3,42.67,3.78,69,1,['r&b'],33.33
Destiny's Child,3,60.67,4.15,69,0,"['pop', 'rnb', 'dance-pop', 'pop rap', 'pop and chart', 'pop soul', 'christmas music', 'r&b', 'contemporary r&b']",0.0
Kim Petras,2,28.5,2.9,69,1,"['pop', 'german', 'electropop', 'female vocalists', 'electronic']",50.0
Ice Spice,2,64.0,2.05,69,2,"['rap', 'drill', 'hip-hop', 'trap', 'mother']",100.0
DMX,2,63.0,3.96,69,2,"['east coast hip hop', 'old school hip hop', 'hardcore hip hop']",100.0
Current Joys,2,0.0,2.92,69,0,['lo-fi indie'],0.0
Lukas Graham,3,47.67,3.77,69,0,['dansk pop'],0.0
Audioslave,3,74.33,4.72,69,0,"['grunge', 'post-grunge', 'alternative metal']",0.0
Sum 41,3,72.33,3.02,69,2,"['pop punk', 'punk', 'skate punk']",66.67
Ja Rule,2,2.0,4.18,69,1,['east coast hip hop'],50.0
Clara La San,3,76.67,3.23,69,1,"['alternative rnb', 'british', 'ambient', 'pop', 'rnb']",33.33
Men I Trust,2,35.5,3.62,69,0,"['bedroom pop', 'indie pop']",0.0
Mother Mother,3,25.0,3.39,69,1,"['indie', 'canadian', 'indie pop', 'experimental', 'folk']",33.33
CeeLo Green,2,61.0,3.72,69,1,"['soul', 'funk', 'hip-hop', 'rnb', 'hip hop']",50.0
Mobb Deep,3,70.33,4.57,69,3,"['east coast hip hop', 'old school hip hop', 'hardcore hip hop', 'hip hop', 'gangster rap']",100.0
Tones And I,2,70.0,3.49,69,0,"['pop', 'australian', 'indie pop', 'female vocalists', 'australia']",0.0
Tim McGraw,9,53.33,3.94,69,0,"['country', 'classic country']",0.0
The Temper Trap,2,59.5,3.9,69,0,"['indie', 'indie rock', 'australian', 'alternative', 'rock']",0.0
Ashe,4,69.75,3.53,69,4,"['future garage', 'trip hop', 'microhouse', 'downtempo', 'ambient house']",100.0
Ella Mai,3,68.67,3.93,69,0,['r&b'],0.0
Willie Nelson,2,53.5,2.76,69,0,"['outlaw country', 'classic country', 'country', 'traditional country', 'honky tonk']",0.0
FINNEAS,2,66.5,3.56,69,1,"['indie pop', 'alternative', 'singer-songwriter', 'indie', 'my top songs']",50.0
The Pussycat Dolls,2,49.5,4.31,69,0,"['pop', 'rnb', 'dance', 'female vocalists', 'hip-hop']",0.0
Indila,5,72.0,4.13,69,0,['french pop'],0.0
Crystal Castles,4,60.0,4.19,69,0,"['witch house', 'electroclash', 'new rave', 'alternative dance']",0.0
D'Angelo,2,58.5,3.88,69,0,['neo soul'],0.0
Eyedress,4,19.5,2.01,69,0,"['electronic', 'psychedelic', 'experimental', 'indie', 'lo-fi']",0.0
Macklemore & Ryan Lewis,3,46.0,4.38,69,2,"['hip-hop', 'rap', 'underground hip-hop', 'underground rap', 'seattle']",66.67
Incubus,2,65.0,5.82,69,0,"['nu metal', 'funk rock', 'alternative metal', 'alternative rock']",0.0
The White Stripes,3,38.0,3.31,68,0,"['garage rock', 'blues rock', 'rock', 'alternative rock']",0.0
Surf Curse,2,80.0,2.5,68,0,['indie'],0.0
Stevie Nicks,2,48.0,3.8,68,0,"['rock', 'pop', 'american', 'singer-songwriter', 'country rock', 'soft rock', 'pop rock', 'aor', 'singer/songwriter']",0.0
George Ezra,2,72.0,3.44,68,0,"['indie', 'folk', 'singer-songwriter', 'british', 'indie folk']",0.0
Galantis,4,59.5,3.35,68,0,"['house', 'electronic', 'pop', 'dance', 'swedish']",0.0
Dermot Kennedy,2,64.5,3.76,68,0,"['singer-songwriter', 'pop', 'folk', 'irish', 'ireland']",0.0
Rita Ora,3,49.33,3.3,68,0,"['pop', 'dance', 'female vocalists', 'rnb', 'british']",0.0
Pet Shop Boys,2,63.5,4.94,68,0,"['synthpop', 'new wave']",0.0
Birdy,6,58.33,3.95,68,0,"['folk', 'indie', 'female vocalists', 'british', 'singer-songwriter']",0.0
Fergie,3,18.33,3.63,68,1,"['pop', 'rnb', 'female vocalists', 'hip-hop', 'dance']",33.33
Soulja Boy,2,78.0,3.46,68,0,"['hip-hop', 'rap', 'crunk', 'hip hop', 'snap music']",0.0
Joe Hisaishi,7,41.71,3.25,68,0,"['japanese classical', 'anime']",0.0
CRO,3,51.33,3.06,68,1,"['german hip hop', 'german indie', 'german pop', 'german indie pop']",33.33
Ski Mask The Slump God,3,66.0,2.54,68,3,"['trap', 'hip-hop', 'rap', 'hip hop', 'florida']",100.0
Olly Alexander (Years & Years),3,48.67,3.85,68,0,"['pop', 'electronic', 'eurovision', 'dance', 'british']",0.0
Snow Patrol,2,75.5,5.18,68,0,"['indie', 'alternative', 'rock', 'indie rock', 'britpop']",0.0
Rascal Flatts,5,58.0,3.92,68,0,['country'],0.0
Gotye,2,40.5,4.08,68,0,"['indie', 'electronic', 'alternative', 'australian', 'aussie']",0.0
WILLOW,4,58.0,3.15,68,1,"['rnb', 'pop', 'alternative', 'post-rock', 'female vocalists']",25.0
A$AP Ferg,2,66.5,3.8,68,2,['rap'],100.0
Rudimental,2,56.0,4.19,68,0,"['drum and bass', 'dubstep', 'electronic', 'british', 'uk funky']",0.0
Flume,2,26.0,4.14,68,2,['future bass'],100.0
The Black Keys,3,40.0,2.97,68,0,"['blues rock', 'garage rock', 'modern blues', 'rock']",0.0
Magdalena Bay,2,73.5,4.28,68,0,"['synthpop', 'electropop', 'indie pop', 'dream pop', 'pop']",0.0
Mike Posner,4,54.25,3.42,68,2,"['hip-hop', 'rnb', 'pop', 'rap', 'electro hop']",50.0
Lizzo,8,52.88,2.68,68,4,"['pop', 'hip-hop', 'rnb', 'hip hop', 'rap']",50.0
Suki Waterhouse,5,49.6,3.37,68,1,"['indie pop', 'my top songs', 'pop', 'indie', 'electronic']",20.0
Nessa Barrett,5,62.2,2.87,68,3,"['pop', 'my top songs', 'pop rock', 'electropop', 'electronic']",60.0
The Verve,2,42.0,5.95,68,0,"['britpop', 'shoegaze']",0.0
New West,2,1.0,3.23,68,0,"['canadian', 'indie rock', 'austriancountry', 'dirty south', 'funk_add_to_lidarr_batch_19']",0.0
Tommy Richman,2,77.0,2.38,68,1,"['rnb', 'rap', 'funk', 'hip-hop', 'virginia']",50.0
Taio Cruz,4,70.0,3.3,67,0,"['rnb', 'pop', 'hip-hop', 'soul', 'taio cruz']",0.0
Iggy Azalea,3,63.67,3.51,67,3,"['hip-hop', 'rap', 'pop', 'hip hop', 'australia']",100.0
James Bay,4,67.25,3.92,67,0,"['folk', 'indie', 'singer-songwriter', 'british', 'indie pop']",0.0
Gym Class Heroes,5,65.4,3.68,67,2,"['hip-hop', 'alternative', 'indie', 'rap', 'hip hop']",40.0
The All-American Rejects,2,55.0,4.08,67,0,"['pop punk', 'emo']",0.0
Selena Gomez & The Scene,5,47.4,3.12,67,0,"['pop', 'female vocalists', 'pop rock', 'disney', 'selena gomez']",0.0
Oliver Tree,3,36.0,2.75,67,3,"['electronic', 'hip-hop', 'indie pop', 'electropop', 'pop']",100.0
Grimes,7,47.86,4.39,67,1,['art pop'],14.29
Passenger,5,28.2,4.21,67,0,['folk pop'],0.0
Old Dominion,3,58.67,3.57,67,0,['country'],0.0
Keith Urban,5,45.8,4.46,67,0,['country'],0.0
Wallows,2,72.5,2.77,67,0,['indie'],0.0
Flo Milli,2,71.0,2.09,67,2,"['rap', 'hip-hop', 'trap', 'female vocalists', 'hip hop']",100.0
alt-J,3,0.0,4.2,67,0,"['indie', 'indie rock']",0.0
Lykke Li,4,53.25,3.84,67,3,"['indie pop', 'female vocalists', 'swedish', 'electronic', 'pop']",75.0
Two Feet,25,41.44,2.78,67,7,"['indie', 'blues rock', 'electronic', 'american', 'jazz and blues']",28.0
Fat Joe,3,59.0,4.05,66,3,['east coast hip hop'],100.0
fun.,3,73.33,4.32,66,1,"['indie pop', 'indie', 'alternative', 'pop', 'rock']",33.33
SIENNA SPIRO,2,58.5,3.76,66,0,"['soul', 'jazz', 'singer-songwriter', 'pop', 'british']",0.0
Björk,3,17.33,4.71,66,0,"['art pop', 'trip hop']",0.0
Poppy,4,42.0,3.8,66,0,"['pop', 'nu metal', 'metal', 'alternative metal', 'electropop']",0.0
LMFAO,4,58.5,3.84,66,0,"['electronic', 'hip-hop', 'electro', 'crunk', 'hip hop']",0.0
Kodaline,3,71.0,4.1,66,0,"['indie rock', 'irish', 'alternative', 'indie', 'acoustic']",0.0
Hoobastank,3,30.0,3.88,66,0,['nu metal'],0.0
Sonny Fodera,2,66.5,3.34,66,0,['house'],0.0
Joel Corry,2,63.5,2.74,66,0,['dance pop'],0.0
Jimi Hendrix,3,68.67,4.02,66,0,"['psychedelic rock', 'classic rock', 'acid rock', 'blues rock']",0.0
Sleeping At Last,3,67.33,4.19,66,0,"['indie', 'indie rock', 'alternative', 'christian', 'rock']",0.0
Sherine,33,43.21,4.4,66,0,"['egyptian pop', 'sholawat', 'khaleeji']",0.0
Paris Paloma,6,58.67,3.49,66,1,"['british', 'acoustic', 'indie pop', 'singer-songwriter', 'female vocalists']",16.67
Owl City,2,77.0,3.62,66,0,"['electronic', 'indie', 'powerpop', 'electronica', 'pop']",0.0
Darius Rucker,2,73.5,4.42,66,0,['country'],0.0
Two Door Cinema Club,2,57.5,4.06,66,0,"['indie', 'indie rock']",0.0
Sasha Alex Sloan,2,72.0,3.24,66,0,"['my top songs', 'indie pop', 'female vocalists', 'indie', 'pop']",0.0
R. Kelly,3,61.67,4.23,66,0,['r&b'],0.0
Lady A,2,37.0,4.13,66,0,"['country', 'pop country']",0.0
Cassie,2,79.0,3.44,66,0,"['rnb', 'pop', 'female vocalists', 'hip-hop', 'dance']",0.0
